data_owner;data_contributors;site;geographical_position;geographical_position_specification;geographical_latitude;geographical_longitude;geographical_altitude;sampling_year;sampling_month;sampling_season;multiple_sampling;region;landuse_type;organism_groups;trophic_levels;sampling_methodology;file;stream_width
4734;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_22_0034_38931;Spain;Spain;43.090578;-2.086889;118;2006;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4735;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_22_0035_38931;Spain;Spain;43.117444;-2.088628;92;2006;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4736;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_22_0036_38932;Spain;Spain;43.191734;-2.07193;71;2006;8;summer;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4737;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0001_38544;Spain;Spain;40.191079;-5.365053;492;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4738;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0002_38306;Spain;Spain;40.191544;-5.150085;673;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4739;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0002_38530;Spain;Spain;40.191544;-5.150085;673;2005;6;spring;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4740;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0002_38868;Spain;Spain;40.191544;-5.150085;673;2006;5;spring;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4741;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0003_38303;Spain;Spain;40.184423;-5.144998;603;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4742;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0003_38531;Spain;Spain;40.184423;-5.144998;603;2005;6;spring;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4743;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0003_38869;Spain;Spain;40.184423;-5.144998;603;2006;6;spring;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4744;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0004_38544;Spain;Spain;40.245031;-5.09248;642;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4745;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0004_38875;Spain;Spain;40.245031;-5.09248;642;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4746;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0005_38532;Spain;Spain;40.229246;-5.093628;547;2005;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4747;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0005_38873;Spain;Spain;40.229246;-5.093628;547;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4748;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0006_38533;Spain;Spain;40.194527;-5.100583;445;2005;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4749;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0006_38867;Spain;Spain;40.194527;-5.100583;445;2006;5;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4750;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0007_38531;Spain;Spain;40.187099;-5.087926;426;2005;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4751;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0008_38548;Spain;Spain;40.276339;-5.079838;922;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4752;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0008_38873;Spain;Spain;40.276339;-5.079838;922;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4753;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0009_38546;Spain;Spain;40.217841;-5.246559;942;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4754;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0010_38547;Spain;Spain;40.266267;-5.12685;1065;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4755;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0010_38870;Spain;Spain;40.266267;-5.12685;1065;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4756;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0011_38546;Spain;Spain;40.189069;-5.251588;727;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4757;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0012_38552;Spain;Spain;40.264419;-5.118596;1012;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4758;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0012_38870;Spain;Spain;40.264419;-5.118596;1012;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4759;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0013_38306;Spain;Spain;40.18075;-5.307052;585;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4760;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0013_38544;Spain;Spain;40.18075;-5.307052;585;2005;7;summer;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4761;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0014_38306;Spain;Spain;40.161952;-5.307825;433;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4762;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0014_38545;Spain;Spain;40.161952;-5.307825;433;2005;7;summer;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4763;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0015_38530;Spain;Spain;40.204985;-5.115427;500;2005;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4764;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0015_38869;Spain;Spain;40.204985;-5.115427;500;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4765;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0016_38307;Spain;Spain;40.222952;-5.138692;679;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4766;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0016_38534;Spain;Spain;40.222952;-5.138692;679;2005;7;summer;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4767;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0016_38869;Spain;Spain;40.222952;-5.138692;679;2006;6;spring;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4768;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0017_38873;Spain;Spain;40.245836;-5.021028;521;2006;6;spring;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4769;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0018_38307;Spain;Spain;40.170506;-5.237505;451;2004;11;autumn;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4770;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0018_38546;Spain;Spain;40.170506;-5.237505;451;2005;7;summer;3;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4771;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0019_38547;Spain;Spain;40.20277;-5.351468;633;2005;7;summer;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4772;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0020_38303;Spain;Spain;40.153289;-5.065429;374;2004;11;autumn;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4773;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_23_0020_38874;Spain;Spain;40.153289;-5.065429;374;2006;6;spring;2;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4774;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0001_35003;Spain;Spain;38.488235;-2.391702;925;1995;10;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4775;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0002_35004;Spain;Spain;38.487731;-2.386419;918;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4776;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0003_35004;Spain;Spain;38.486509;-2.37438;915;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4777;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0004_35003;Spain;Spain;38.486303;-2.361466;895;1995;10;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4778;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0005_35003;Spain;Spain;38.487604;-2.350273;887;1995;10;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4779;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0006_35003;Spain;Spain;38.49132;-2.344778;879;1995;10;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4780;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0007_35005;Spain;Spain;38.507566;-2.28112;816;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4781;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0008_35004;Spain;Spain;38.510524;-2.280337;814;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4782;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0009_35004;Spain;Spain;38.513195;-2.262061;798;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4783;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0010_35005;Spain;Spain;38.514294;-2.257902;797;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4784;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0011_35005;Spain;Spain;38.513132;-2.252183;797;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4785;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0012_35007;Spain;Spain;38.411677;-2.028934;459;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4786;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0013_35007;Spain;Spain;38.412402;-1.997695;456;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4787;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0014_35006;Spain;Spain;38.435159;-2.527665;738;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4788;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0015_35006;Spain;Spain;38.41074;-2.51434;964;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4789;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0016_35006;Spain;Spain;38.57806;-2.514761;1028;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4790;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0017_35008;Spain;Spain;38.718078;-2.223454;1017;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4791;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0018_35008;Spain;Spain;38.72815;-2.222921;1004;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4792;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0019_35008;Spain;Spain;38.741552;-2.223624;987;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4793;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_25_0020_35008;Spain;Spain;38.759796;-2.236719;946;1995;11;autumn;1;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4794;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0001_33716;Spain;Spain;40.819922;-3.948648;1650;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4795;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0001_33792;Spain;Spain;40.819922;-3.948648;1650;1992;7;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4796;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0001_33868;Spain;Spain;40.819922;-3.948648;1650;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4797;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0001_33934;Spain;Spain;40.819922;-3.948648;1650;1992;11;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4798;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0001_34088;Spain;Spain;40.819922;-3.948648;1650;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4799;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0002_32690;Spain;Spain;40.838669;-3.855211;1518;1989;7;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4800;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0002_33719;Spain;Spain;40.838669;-3.855211;1518;1992;4;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4801;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0002_33872;Spain;Spain;40.838669;-3.855211;1518;1992;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4802;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0002_33941;Spain;Spain;40.838669;-3.855211;1518;1992;12;autumn;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4803;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0002_34087;Spain;Spain;40.838669;-3.855211;1518;1993;4;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4804;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_33717;Spain;Spain;40.866521;-3.865062;1236;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4805;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_33786;Spain;Spain;40.866521;-3.865062;1236;1992;7;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4806;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_33870;Spain;Spain;40.866521;-3.865062;1236;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4807;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_33940;Spain;Spain;40.866521;-3.865062;1236;1992;12;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4808;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_34032;Spain;Spain;40.866521;-3.865062;1236;1993;3;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4809;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0003_34087;Spain;Spain;40.866521;-3.865062;1236;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4810;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_33719;Spain;Spain;40.85986;-3.911249;1295;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4811;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_33786;Spain;Spain;40.85986;-3.911249;1295;1992;7;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4812;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_33872;Spain;Spain;40.85986;-3.911249;1295;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4813;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_33939;Spain;Spain;40.85986;-3.911249;1295;1992;12;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4814;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_34024;Spain;Spain;40.85986;-3.911249;1295;1993;2;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4815;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0004_34082;Spain;Spain;40.85986;-3.911249;1295;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4816;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_33716;Spain;Spain;40.880807;-3.881864;1165;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4817;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_33786;Spain;Spain;40.880807;-3.881864;1165;1992;7;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4818;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_33868;Spain;Spain;40.880807;-3.881864;1165;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4819;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_33938;Spain;Spain;40.880807;-3.881864;1165;1992;11;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4820;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_34030;Spain;Spain;40.880807;-3.881864;1165;1993;3;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4821;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0005_34082;Spain;Spain;40.880807;-3.881864;1165;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4822;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_33716;Spain;Spain;40.88078;-3.885424;1165;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4823;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_33787;Spain;Spain;40.88078;-3.885424;1165;1992;7;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4824;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_33868;Spain;Spain;40.88078;-3.885424;1165;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4825;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_33938;Spain;Spain;40.88078;-3.885424;1165;1992;11;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4826;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_34024;Spain;Spain;40.88078;-3.885424;1165;1993;2;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4827;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0006_34089;Spain;Spain;40.88078;-3.885424;1165;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4828;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_33723;Spain;Spain;40.906828;-3.895271;1237;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4829;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_33784;Spain;Spain;40.906828;-3.895271;1237;1992;6;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4830;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_33869;Spain;Spain;40.906828;-3.895271;1237;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4831;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_33935;Spain;Spain;40.906828;-3.895271;1237;1992;11;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4832;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_34031;Spain;Spain;40.906828;-3.895271;1237;1993;3;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4833;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0007_34087;Spain;Spain;40.906828;-3.895271;1237;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4834;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_33718;Spain;Spain;40.922438;-3.85629;1139;1992;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4835;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_33784;Spain;Spain;40.922438;-3.85629;1139;1992;6;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4836;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_33869;Spain;Spain;40.922438;-3.85629;1139;1992;9;summer;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4837;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_33933;Spain;Spain;40.922438;-3.85629;1139;1992;11;autumn;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4838;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_34029;Spain;Spain;40.922438;-3.85629;1139;1993;3;winter;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4839;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0009_34085;Spain;Spain;40.922438;-3.85629;1139;1993;4;spring;6;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4840;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0010_33716;Spain;Spain;40.83535;-3.934635;1605;1992;4;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4841;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0010_33785;Spain;Spain;40.83535;-3.934635;1605;1992;6;spring;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
4842;NA;Javier Gortázar, Diego García de Jalón, Carlos Alonso;ES_29_0010_33871;Spain;Spain;40.83535;-3.934635;1605;1992;9;summer;5;temperate;NA;Fish;>1;electrofishing;df_CarlosUPM_18_01_2024_Aitor.xlsx;NA
